,时间,分类编码,加权售价,加权成本
0,2020-07-01,1011010101,7.606331166091051,5.332611242913207
1,2020-07-01,1011010201,13.237046886236746,8.039140134714788
2,2020-07-01,1011010402,13.980253434439762,17.551938157780885
3,2020-07-01,1011010501,5.28546084201457,4.644790553861716
4,2020-07-01,1011010504,12.275494435879713,7.1816520841458695
5,2020-07-01,1011010801,12.396941021506679,8.033755456578557
6,2020-07-02,1011010101,7.248541538557737,5.239563405002849
7,2020-07-02,1011010201,12.925991569687016,7.642154267292493
8,2020-07-02,1011010402,11.975107791277852,17.661938157780884
9,2020-07-02,1011010501,5.731096973755218,2.8420338035958372
10,2020-07-02,1011010504,12.594869102558631,7.006004340106117
11,2020-07-02,1011010801,14.322524072727793,7.980318467589818
12,2020-07-03,1011010101,7.434454396250879,5.075333641133313
13,2020-07-03,1011010201,12.628341913074207,7.421882175129222
14,2020-07-03,1011010402,8.2,5.61
15,2020-07-03,1011010501,6.0519620007009856,4.586518461180024
16,2020-07-03,1011010504,12.7445276854008,6.850885845407049
17,2020-07-03,1011010801,14.9761542385971,7.970325764541009
18,2020-07-04,1011010101,7.837859388613097,4.852991937128588
19,2020-07-04,1011010201,13.096817036667193,7.57302469196857
20,2020-07-04,1011010402,22.088641107511894,15.455075644519024
21,2020-07-04,1011010501,6.251752411089438,3.1785779889592214
22,2020-07-04,1011010504,12.183253540713078,6.700164754480483
23,2020-07-04,1011010801,14.748720313542412,8.193792746840229
24,2020-07-05,1011010101,7.121987850544298,4.81985270172494
25,2020-07-05,1011010201,13.113000014325074,7.780467566126604
26,2020-07-05,1011010402,10.000000000000004,5.42
27,2020-07-05,1011010501,7.008540711683359,4.646289941910393
28,2020-07-05,1011010504,12.06173754360384,6.9574308552337385
29,2020-07-05,1011010801,13.646380462449262,6.692790005340654
30,2020-07-06,1011010101,7.944963472880065,4.978087505528678
31,2020-07-06,1011010201,12.592390153169937,8.03608241334168
32,2020-07-06,1011010402,9.972727272727274,5.45
33,2020-07-06,1011010501,7.123497026953203,4.0042366647699215
34,2020-07-06,1011010504,13.076166079694845,7.070912448239017
35,2020-07-06,1011010801,14.912260265808092,7.219405033519385
36,2020-07-07,1011010101,7.924110060742218,5.034342121327019
37,2020-07-07,1011010201,12.115129877508283,7.77562540660594
38,2020-07-07,1011010402,10.000000000000004,5.459999999999999
39,2020-07-07,1011010501,6.5134163942696155,3.7011023317295404
40,2020-07-07,1011010504,14.80221030664749,7.21059405805093
41,2020-07-07,1011010801,14.70241903635023,7.316865899690027
42,2020-07-08,1011010101,8.136157000326985,5.0678910744793475
43,2020-07-08,1011010201,12.355401128925319,7.668411035815777
44,2020-07-08,1011010402,14.5601838884335,7.681237715260208
45,2020-07-08,1011010501,6.480386279770753,3.9907468289693453
46,2020-07-08,1011010504,13.057105127737298,7.2447971619558
47,2020-07-08,1011010801,15.01208221675441,8.225735941496486
48,2020-07-09,1011010101,7.834015283235207,5.085474256243602
49,2020-07-09,1011010201,12.612270135302651,7.6084110358157755
50,2020-07-09,1011010402,10.000000000000002,5.47
51,2020-07-09,1011010501,7.667609866908199,4.043300980436614
52,2020-07-09,1011010504,12.391883034924529,7.03933845744986
53,2020-07-09,1011010801,14.282840486386231,8.218334936703737
54,2020-07-10,1011010101,7.4396829712791295,5.069520447320782
55,2020-07-10,1011010201,11.46880101430018,7.286767923445287
56,2020-07-10,1011010402,14.291116642915979,7.670030103775166
57,2020-07-10,1011010501,7.515407110534122,5.230477643260197
58,2020-07-10,1011010504,14.200262342872943,6.826517740056895
59,2020-07-10,1011010801,13.749233668278572,7.242557172938456
60,2020-07-11,1011010101,7.843538868538155,5.08264982966507
61,2020-07-11,1011010201,11.117271101752552,7.030674275096772
62,2020-07-11,1011010402,14.913746114751275,7.658822492290125
63,2020-07-11,1011010501,6.631042142192816,5.217578004521496
64,2020-07-11,1011010504,13.619927070254022,7.693583908210571
65,2020-07-11,1011010801,14.975940261603421,8.228291420247547
66,2020-07-12,1011010101,7.461887673297501,5.104367943710133
67,2020-07-12,1011010201,11.722387660469787,6.625560023412838
68,2020-07-12,1011010402,17.241604885356136,12.123401549180572
69,2020-07-12,1011010501,7.305967253917151,4.322198513659802
70,2020-07-12,1011010504,13.567232715566771,7.400615874771181
71,2020-07-12,1011010801,14.569245307919315,7.289931529664221
72,2020-07-13,1011010101,7.7169905712147076,4.812644882363676
73,2020-07-13,1011010201,10.809824352206723,6.444167208807918
74,2020-07-13,1011010402,14.468890695675258,7.655086621795111
75,2020-07-13,1011010501,7.202631777840472,4.198754932031728
76,2020-07-13,1011010504,12.18308155573294,7.470973858134356
77,2020-07-13,1011010801,14.565681494583362,8.146861736676573
78,2020-07-14,1011010101,7.484186520218599,4.704927422906509
79,2020-07-14,1011010201,10.90089082841843,5.996267327914148
80,2020-07-14,1011010402,15.243906907919964,6.9688997433762525
81,2020-07-14,1011010501,6.857342708650074,4.29668892283768
82,2020-07-14,1011010504,12.48264793578046,7.49783991684648
83,2020-07-14,1011010801,14.847034993186016,6.449614270654774
84,2020-07-15,1011010101,7.199870800033934,4.190801617178673
85,2020-07-15,1011010201,11.071376828905468,5.9402172683610335
86,2020-07-15,1011010402,14.637857523709874,6.9688997433762525
87,2020-07-15,1011010501,7.565305988420564,4.3781636106380395
88,2020-07-15,1011010504,11.384866433016603,7.596570974929266
89,2020-07-15,1011010801,13.935104255585332,6.524642437098928
90,2020-07-16,1011010101,7.345885463965056,4.640621307887129
91,2020-07-16,1011010201,11.778340140239631,5.909052957123985
92,2020-07-16,1011010402,14.48720601935157,6.976371484366279
93,2020-07-16,1011010501,7.473179795422056,4.492588006893034
94,2020-07-16,1011010504,11.723349297633892,7.844065349774715
95,2020-07-16,1011010801,14.955463001016916,6.71345930076088
96,2020-07-17,1011010101,7.251507700787304,4.540378044692615
97,2020-07-17,1011010201,11.39066161503385,6.045353314442669
98,2020-07-17,1011010402,14.730458653026673,7.036145412286497
99,2020-07-17,1011010501,7.872457212706655,4.379827581633123
100,2020-07-17,1011010504,12.80113997713743,7.915595113398887
101,2020-07-17,1011010801,15.171889060067098,6.770992416414262
102,2020-07-18,1011010101,7.543121687911433,4.557947511599848
103,2020-07-18,1011010201,11.39663945184674,6.060467566126603
104,2020-07-18,1011010402,14.566240133812677,7.047353023771539
105,2020-07-18,1011010501,7.273006933597495,4.245139551596982
106,2020-07-18,1011010504,13.13684356382818,8.153399804094079
107,2020-07-18,1011010801,15.197984531083627,6.808222854391084
108,2020-07-19,1011010101,7.355410805212911,4.664329599620487
109,2020-07-19,1011010201,11.870873086305789,6.155581817810538
110,2020-07-19,1011010402,14.45592758595395,7.0398812827815105
111,2020-07-19,1011010501,7.897110035036792,4.261252642718462
112,2020-07-19,1011010504,12.183196377888958,7.907905535976048
113,2020-07-19,1011010801,16.407970312963567,6.823207110038021
114,2020-07-20,1011010101,7.145375370051906,4.586921864616564
115,2020-07-20,1011010201,10.086397142003378,6.192796188600701
116,2020-07-20,1011010402,13.849046944916832,7.043617153276524
117,2020-07-20,1011010501,8.180204645281098,4.255903591005314
118,2020-07-20,1011010504,10.922750278661034,8.307621833640615
119,2020-07-20,1011010801,14.957162852041597,6.839453133135088
120,2020-07-21,1011010101,7.709285297962009,4.500615198329753
121,2020-07-21,1011010201,10.738742928562754,6.132567685232831
122,2020-07-21,1011010402,16.398843099468408,10.591665429490314
